basket_id,user_id,timestamp,item_id,price
basket_1152,user_115,2023-01-01 00:09:12,item_41,682.47
basket_1152,user_115,2023-01-01 00:09:12,item_2,1810.71
basket_1152,user_115,2023-01-01 00:09:12,item_43,85.21
basket_1152,user_115,2023-01-01 00:09:12,item_69,1078.56
basket_3136,user_366,2023-01-01 05:55:27,item_23,286.51
basket_3136,user_366,2023-01-01 05:55:27,item_4,74.0
basket_3136,user_366,2023-01-01 05:55:27,item_6,11.55
basket_3136,user_366,2023-01-01 05:55:27,item_93,725.25
basket_3136,user_366,2023-01-01 05:55:27,item_20,343.2
basket_13,user_366,2023-01-01 12:31:46,item_76,2706.23
basket_13,user_366,2023-01-01 12:31:46,item_39,173.88
basket_2992,user_65,2023-01-01 13:12:20,item_114,296.64
basket_2992,user_65,2023-01-01 13:12:20,item_4,1480.0
basket_2992,user_65,2023-01-01 13:12:20,item_16,497.2
basket_2992,user_65,2023-01-01 13:12:20,item_3,27.0
basket_2992,user_65,2023-01-01 13:12:20,item_1,2377.55
basket_3750,user_195,2023-01-01 19:26:39,item_2,3621.42
basket_3750,user_195,2023-01-01 19:26:39,item_27,150.25
basket_4804,user_484,2023-01-02 19:40:17,item_20,114.4
basket_4804,user_484,2023-01-02 19:40:17,item_65,408.77
basket_4804,user_484,2023-01-02 19:40:17,item_10,473.21
basket_1755,user_283,2023-01-02 20:29:09,item_9,261.42
basket_1755,user_283,2023-01-02 20:29:09,item_1,4755.1
basket_1755,user_283,2023-01-02 20:29:09,item_39,173.88
basket_4265,user_278,2023-01-03 01:21:06,item_81,35260.52
basket_4265,user_278,2023-01-03 01:21:06,item_7,62.24
basket_2261,user_129,2023-01-03 13:19:59,item_1,475.51
basket_2261,user_129,2023-01-03 13:19:59,item_74,1687.84
basket_2261,user_129,2023-01-03 13:19:59,item_31,805.29
basket_4568,user_22,2023-01-03 18:02:27,item_10,473.21
basket_4568,user_22,2023-01-03 18:02:27,item_4,74.0
basket_4568,user_22,2023-01-03 18:02:27,item_18,79.43
basket_4568,user_22,2023-01-03 18:02:27,item_71,283.67
basket_2022,user_164,2023-01-03 19:04:17,item_16,99.44
basket_2022,user_164,2023-01-03 19:04:17,item_90,978.62
basket_2663,user_345,2023-01-03 21:35:11,item_74,16878.4
basket_2663,user_345,2023-01-03 21:35:11,item_45,1891.84
basket_2663,user_345,2023-01-03 21:35:11,item_1,475.51
basket_2663,user_345,2023-01-03 21:35:11,item_24,199.26
basket_2114,user_422,2023-01-03 22:17:23,item_1,475.51
basket_4739,user_385,2023-01-03 22:20:54,item_25,32841.84
basket_4739,user_385,2023-01-03 22:20:54,item_4,148.0
basket_4739,user_385,2023-01-03 22:20:54,item_20,572.0
basket_4739,user_385,2023-01-03 22:20:54,item_24,66.42
basket_4739,user_385,2023-01-03 22:20:54,item_11,1278.08
basket_4563,user_303,2023-01-04 13:00:54,item_10,2366.05
basket_4563,user_303,2023-01-04 13:00:54,item_23,286.51
basket_4563,user_303,2023-01-04 13:00:54,item_2,1810.71
basket_4563,user_303,2023-01-04 13:00:54,item_3,13.5
basket_4563,user_303,2023-01-04 13:00:54,item_24,199.26
basket_4908,user_156,2023-01-05 03:24:47,item_106,33616.38
basket_4908,user_156,2023-01-05 03:24:47,item_13,105.63
basket_4908,user_156,2023-01-05 03:24:47,item_1,475.51
basket_4908,user_156,2023-01-05 03:24:47,item_11,1917.12
basket_663,user_51,2023-01-05 09:59:59,item_1,951.02
basket_663,user_51,2023-01-05 09:59:59,item_30,142.85
basket_4256,user_62,2023-01-05 14:55:43,item_8,32.85
basket_4256,user_62,2023-01-05 14:55:43,item_11,6390.4
basket_4256,user_62,2023-01-05 14:55:43,item_13,105.63
basket_4256,user_62,2023-01-05 14:55:43,item_5,388.08
basket_4038,user_470,2023-01-05 19:00:23,item_85,5.58
basket_3582,user_200,2023-01-05 22:38:18,item_24,66.42
basket_3582,user_200,2023-01-05 22:38:18,item_22,1390.65
basket_3758,user_465,2023-01-06 01:47:40,item_2,1810.71
basket_3758,user_465,2023-01-06 01:47:40,item_1,475.51
basket_3758,user_465,2023-01-06 01:47:40,item_77,57.22
basket_3758,user_465,2023-01-06 01:47:40,item_51,772.4
basket_4930,user_151,2023-01-06 06:47:14,item_9,87.14
basket_4930,user_151,2023-01-06 06:47:14,item_1,475.51
basket_4930,user_151,2023-01-06 06:47:14,item_3,13.5
basket_3486,user_227,2023-01-06 12:02:44,item_3,27.0
basket_3486,user_227,2023-01-06 12:02:44,item_30,142.85
basket_3486,user_227,2023-01-06 12:02:44,item_18,79.43
basket_3079,user_99,2023-01-06 14:31:06,item_4,74.0
basket_3079,user_99,2023-01-06 14:31:06,item_143,554.24
basket_3079,user_99,2023-01-06 14:31:06,item_8,6.57
basket_3079,user_99,2023-01-06 14:31:06,item_7,62.24
basket_4901,user_105,2023-01-06 14:46:26,item_40,84.68
basket_4901,user_105,2023-01-06 14:46:26,item_26,427.86
basket_4901,user_105,2023-01-06 14:46:26,item_1,475.51
basket_4901,user_105,2023-01-06 14:46:26,item_48,971.82
basket_4901,user_105,2023-01-06 14:46:26,item_5,388.08
basket_4901,user_105,2023-01-06 14:46:26,item_87,9949.8
basket_4901,user_105,2023-01-06 14:46:26,item_2,3621.42
basket_3638,user_191,2023-01-06 20:07:54,item_13,316.89
basket_3638,user_191,2023-01-06 20:07:54,item_2,36214.2
basket_3638,user_191,2023-01-06 20:07:54,item_25,32841.84
basket_3638,user_191,2023-01-06 20:07:54,item_12,938.86
basket_3638,user_191,2023-01-06 20:07:54,item_1,1426.53
basket_2624,user_499,2023-01-06 20:51:08,item_6,11.55
basket_1667,user_97,2023-01-07 07:53:53,item_4,74.0
basket_1667,user_97,2023-01-07 07:53:53,item_32,82473.93
basket_1667,user_97,2023-01-07 07:53:53,item_2,36214.2
basket_1871,user_219,2023-01-07 10:07:49,item_1,951.02
